release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
2021-08-13,False,48,0.281,0.0693,3,-28.728,1,0.0439,0.987,0.905,0.0862,0.132,77.602,152419,4,classical
2019-12-06,False,78,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,4,pop
1986-04-01,False,43,0.661,0.856,11,-4.865,1,0.0303,0.161,0.292,0.052,0.882,120.046,261360,4,chanson
2020-10-23,False,59,0.395,0.895,6,-4.933,0,0.0493,0.0026,0.000343,0.15,0.185,160.07,189000,4,edm
2012-06-20,False,67,0.546,0.98,9,-3.02,0,0.0619,0.0154,0.0,0.31,0.478,120.037,205120,4,metal
2012-01-01,False,3,0.462,0.356,0,-9.872,1,0.0419,0.946,0.112,0.381,0.161,175.482,347733,3,jazz
2010-06-21,False,34,0.559,0.337,10,-12.664,0,0.0338,0.893,1.94e-06,0.0741,0.471,135.056,196093,4,pop
2015-09-18,True,79,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4,hip hop
2015-03-27,False,54,0.707,0.895,11,-7.253,0,0.0478,0.0301,0.713,0.0939,0.849,127.996,208627,4,pop
2018-08-28,True,66,0.543,0.682,3,-5.81,1,0.113,0.218,1.53e-06,0.085,0.424,179.969,195502,4,pop
1986-11-15,False,0,0.769,0.418,8,-14.419,1,0.0629,0.123,0.0,0.142,0.682,96.994,246893,4,rock
2013-11-18,False,0,0.74,0.798,0,-6.55,1,0.146,0.189,0.00128,0.305,0.571,119.964,261360,4,r&b
2013-11-05,True,0,0.779,0.943,9,-2.524,1,0.174,0.364,0.0,0.641,0.696,105.441,296953,4,hip hop
2016-12-16,False,0,0.628,0.828,9,-5.735,0,0.0618,0.399,3.35e-05,0.116,0.294,149.895,279164,4,edm
2019-03-08,False,57,0.215,0.0282,0,-28.351,0,0.0353,0.991,0.877,0.107,0.167,74.408,206163,4,classical
2002-08-08,False,65,0.611,0.556,9,-5.761,1,0.0288,0.175,7.14e-05,0.0359,0.252,126.532,297307,4,pop
1997-05-25,False,0,0.809,0.572,7,-8.712,1,0.072,0.492,0.0,0.352,0.967,149.761,205027,4,reggae
2018-07-13,True,39,0.662,0.496,5,-4.926,1,0.0371,0.779,0.0,0.195,0.445,84.945,150000,4,hip hop
1997-01-01,False,61,0.567,0.548,5,-9.727,0,0.0463,0.728,0.0,0.136,0.398,125.176,245667,4,chanson
2014-12-13,False,22,0.721,0.809,7,-4.236,1,0.106,0.00522,2.4e-05,0.326,0.692,97.52,286625,4,edm
2018-03-16,True,24,0.505,0.749,1,-6.085,1,0.178,0.0199,0.0,0.203,0.295,165.933,254458,4,hip hop
2011-01-01,True,0,0.31,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.372,241227,4,metal
2009-02-20,False,0,0.667,0.947,6,-7.954,0,0.0497,0.0451,0.00468,0.215,0.564,124.0,213933,4,dance
2017-02-10,False,0,0.745,0.921,0,-2.674,1,0.082,0.0897,0.0,0.178,0.651,92.973,223613,4,pop
2019-04-25,True,60,0.81,0.625,11,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137448,4,pop
2018-06-29,False,41,0.636,0.908,0,-3.01,0,0.0591,0.0324,0.00309,0.0883,0.353,127.994,166868,4,pop
2010-01-10,True,30,0.578,0.799,1,-4.28,1,0.133,0.256,0.0,0.0833,0.553,84.825,237147,4,rap
2019-01-18,False,55,0.748,0.896,1,-4.396,1,0.125,0.314,7.26e-05,0.36,0.559,125.021,173160,4,pop
2015-01-06,True,0,0.922,0.52,8,-5.84,1,0.107,0.00442,0.0,0.0968,0.252,120.064,231067,4,hip hop
2015-02-03,True,29,0.783,0.717,4,-6.24,0,0.0701,0.103,0.0,0.268,0.509,134.0,189851,4,rap
2016-05-20,False,36,0.626,0.757,6,-4.206,0,0.073,0.0137,0.122,0.236,0.227,125.989,261895,4,pop
2000-04-11,False,12,0.506,0.721,2,-6.53,1,0.0862,0.648,0.0,0.102,0.744,110.897,203160,4,pop
1988-01-01,False,8,0.427,0.0866,2,-18.691,1,0.0345,0.403,0.00299,0.0989,0.228,126.897,177560,4,chanson
2020-08-28,False,4,0.641,0.396,0,-7.939,1,0.0412,0.846,0.000133,0.352,0.612,118.708,204544,4,jazz
2021-11-05,False,26,0.68,0.241,6,-10.952,1,0.0282,0.699,0.000122,0.301,0.115,98.031,206907,3,country
1968-11-22,False,72,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,285000,4,rock
1992-01-01,False,46,0.404,0.946,2,-11.562,0,0.088,0.000217,0.00168,0.411,0.437,151.716,231133,4,rock
1968-01-01,False,41,0.606,0.619,6,-8.463,1,0.0519,0.195,0.0,0.159,0.7,139.307,138280,4,soul
2019-05-08,False,0,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,186800,4,country
2010-11-19,False,66,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4,country
2017-07-26,False,12,0.604,0.869,7,-2.602,0,0.0484,0.351,0.0,0.155,0.751,145.045,215641,4,edm
2017-08-21,True,29,0.448,0.506,10,-14.91,0,0.329,0.347,0.0,0.0917,0.784,172.088,173023,4,rap
2004-06-01,False,27,0.444,0.939,11,-5.428,0,0.0876,0.00326,0.103,0.321,0.539,148.287,255000,4,dance
2017-08-10,False,0,0.641,0.521,8,-9.118,1,0.0586,0.056,0.0119,0.152,0.611,90.019,131042,4,rap
2019-07-19,False,61,0.382,0.33,9,-6.182,1,0.0435,0.926,0.000578,0.0744,0.3,181.455,230013,3,blues
2009,False,0,0.533,0.574,9,-7.451,0,0.0386,0.593,0.000101,0.145,0.863,107.509,311880,4,jazz
1986-05-31,False,0,0.612,0.738,0,-6.648,1,0.0479,0.192,0.0,0.0779,0.883,81.327,230667,4,pop
2014-06-22,False,45,0.223,0.0978,5,-20.096,1,0.0516,0.989,0.932,0.105,0.13,73.135,235935,5,classical
1982,False,24,0.409,0.901,2,-8.372,1,0.053,0.00386,0.0,0.343,0.707,90.12,81267,4,punk
2013-10-11,False,0,0.973,0.587,1,-7.014,1,0.242,0.00207,0.38,0.257,0.195,128.0,258507,4,electro
2018-04-10,True,28,0.918,0.419,7,-9.129,0,0.104,0.0146,4.67e-06,0.195,0.756,96.036,151054,4,hip hop
2019-04-12,False,61,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,227275,4,pop
2017-03-08,True,34,0.848,0.36,0,-8.313,1,0.181,0.248,0.0,0.147,0.529,144.027,161033,4,hip hop
1966-08-05,False,0,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,126533,4,rock
2018-06-15,False,45,0.694,0.945,7,-2.107,1,0.0878,0.00407,0.0,0.0947,0.713,136.022,151957,4,disco
2006-07-03,False,9,0.244,0.851,2,-6.091,1,0.0554,2.62e-05,0.0613,0.0703,0.893,95.138,176773,4,punk
2014-01-21,True,34,0.612,0.779,5,-6.001,0,0.199,0.00274,0.0,0.241,0.287,104.187,205800,4,rap
2017-11-29,False,14,0.68,0.836,5,-4.418,1,0.0402,0.031,0.00817,0.417,0.598,91.051,220063,4,pop
1984-06-07,False,0,0.34,0.977,0,-10.471,1,0.103,0.000141,0.862,0.331,0.504,81.083,57867,4,punk
2016-01-22,False,0,0.358,0.815,0,-5.645,1,0.0417,0.000764,0.00279,0.348,0.344,96.079,210067,4,rock
1976,False,0,0.589,0.584,5,-12.814,1,0.0343,0.309,6.95e-06,0.0542,0.961,121.606,220693,4,rock
2009-11-23,False,0,0.312,0.883,5,-7.135,1,0.111,0.19,7.94e-05,0.224,0.124,176.865,405587,1,dance
1970-08-24,False,52,0.513,0.537,0,-9.563,1,0.042,0.563,1.43e-06,0.212,0.831,108.475,182040,4,soul
1985-02-25,False,0,0.505,0.986,0,-4.268,0,0.0583,0.211,1.29e-05,0.599,0.388,97.891,395600,4,pop
2016-09-23,False,0,0.618,0.594,10,-7.564,0,0.0329,0.196,0.913,0.105,0.534,132.006,305667,4,dance
2012-10-29,False,0,0.348,0.884,6,-11.307,1,0.0753,0.0333,0.0,0.189,0.618,188.65,106573,4,metal
2016-11-18,False,21,0.278,0.468,5,-14.162,1,0.0771,0.747,1.1e-06,0.93,0.185,71.575,205707,4,chanson
2001-11-06,False,65,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160,4,soul
2008-02-05,False,56,0.677,0.452,10,-6.468,1,0.0332,0.0736,0.0065,0.0969,0.595,72.779,259187,4,rock
2010-10-18,False,22,0.691,0.749,1,-5.502,1,0.0564,0.00645,0.621,0.0476,0.808,128.494,262667,4,dance
2016-08-24,True,30,0.595,0.696,4,-6.579,0,0.0885,0.00589,8.23e-05,0.212,0.242,130.025,228938,4,rap
2011-01-01,False,58,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,244760,4,pop
2015-02-13,False,0,0.489,0.833,4,-3.067,0,0.0522,0.000754,0.000271,0.0845,0.0384,139.865,310286,4,edm
2021-06-25,False,60,0.755,0.716,6,-5.089,1,0.0376,0.0253,0.00149,0.131,0.441,124.018,150771,4,pop
2013-06-28,False,25,0.426,0.697,0,-8.053,1,0.113,0.0228,0.0,0.0744,0.923,174.375,222987,4,pop
2017-09-29,True,31,0.893,0.422,7,-7.243,1,0.389,0.367,1.26e-05,0.155,0.446,104.947,142534,4,electro
1964-06-17,False,63,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4,jazz
1987-04-07,False,10,0.587,0.373,8,-11.564,1,0.0316,0.817,0.0,0.12,0.755,150.066,140333,4,pop
2013-10-21,False,0,0.634,0.794,5,-7.697,0,0.0588,0.00117,0.822,0.151,0.0822,127.979,312000,4,edm
2014-04-01,False,11,0.417,0.73,5,-6.774,1,0.0363,0.000563,3.31e-06,0.0766,0.43,81.179,167091,4,edm
2012-10-16,False,18,0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818,4,edm
2012-12-11,True,64,0.402,0.696,8,-4.799,0,0.0448,0.0476,0.0,0.628,0.227,180.158,243093,3,pop
1982-06-07,False,71,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4,rock
2018-03-23,False,33,0.536,0.792,2,-4.635,0,0.0328,0.0173,0.0,0.203,0.208,112.968,244745,4,pop
2019-05-30,False,38,0.886,0.53,1,-5.738,1,0.309,0.0362,1.8e-05,0.15,0.197,133.845,143792,4,pop
2011-08-01,False,58,0.52,0.933,5,-2.884,1,0.0541,0.000137,0.0,0.0556,0.397,137.022,187773,4,pop
2017-04-07,False,8,0.846,0.875,2,-5.559,1,0.101,0.0128,0.18,0.0548,0.369,123.998,212056,4,edm
2005-10-03,False,0,0.501,0.98,0,-2.353,1,0.0993,0.00745,0.000422,0.0726,0.472,113.143,222400,4,dance
1972-10-28,False,0,0.609,0.657,1,-11.496,1,0.0695,0.0308,0.00221,0.071,0.872,100.607,266160,4,soul
2021-03-19,False,35,0.709,0.252,4,-9.128,1,0.0488,0.808,0.0,0.104,0.188,127.737,176551,4,country
2009-11-02,False,0,0.699,0.857,0,-6.528,1,0.0308,0.0237,0.462,0.607,0.958,122.98,256453,4,disco
2020-09-04,False,47,0.628,0.831,10,-4.819,1,0.0729,0.0546,0.0,0.157,0.433,123.987,159857,4,dance
2015-02-24,True,44,0.802,0.64,8,-5.506,0,0.279,0.0426,0.0,0.111,0.22,127.976,215440,4,hip hop
2014-03-17,False,34,0.366,0.946,7,-1.189,1,0.122,0.176,0.0118,0.0852,0.299,84.506,203363,4,rap
2018-05-25,False,49,0.748,0.589,5,-7.605,1,0.0381,0.91,0.791,0.15,0.914,89.306,133240,4,reggae
2001-03-05,False,63,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,214333,4,rock
2011-04-08,False,0,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226,290173,4,dance
1999-03-08,False,39,0.563,0.823,7,-3.496,1,0.026,0.0202,0.0127,0.284,0.839,98.76,226933,4,country
2006-01-01,False,75,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,4,rock
2016-07-15,False,15,0.637,0.812,2,-5.881,1,0.0286,0.0902,0.0813,0.105,0.515,128.022,220241,4,edm
2017-01-10,False,0,0.527,0.447,9,-14.959,1,0.821,0.674,0.654,0.138,0.673,113.094,51780,1,punk
2012-02-21,False,0,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4,pop
1960,False,0,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,258266,3,jazz
2016-07-08,False,1,0.377,0.96,7,-3.345,1,0.0618,0.0298,0.944,0.0862,0.822,148.329,186764,4,rock
2022-01-03,False,28,0.794,0.611,9,-9.672,1,0.418,0.0331,0.0,0.399,0.719,103.885,240000,4,rap
1998-01-01,False,31,0.671,0.299,2,-13.215,1,0.0315,0.521,0.000288,0.15,0.574,120.112,164600,4,folk
1955-01-01,False,17,0.565,0.284,3,-14.965,1,0.0351,0.897,0.164,0.118,0.552,100.446,253267,4,jazz
2006-10-03,False,0,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,220427,4,rock
2008-06-17,False,0,0.258,0.948,4,-3.069,1,0.0798,0.25,0.0543,0.389,0.415,83.722,175733,4,country
2020-04-08,False,66,0.644,0.349,2,-5.315,0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,198947,4,electro
1994-07-01,True,32,0.396,0.795,9,-6.07,0,0.234,0.000928,0.000209,0.182,0.762,152.943,82107,4,punk
2015-07-17,False,45,0.7,0.913,10,-3.027,0,0.0725,0.00031,0.00239,0.655,0.189,100.033,151350,4,rap
2019-04-26,False,48,0.666,0.947,7,-2.895,0,0.0655,0.0351,0.0,0.707,0.666,139.941,187000,4,dance
2018-01-22,False,0,0.76,0.868,4,-5.505,0,0.0744,0.0228,0.278,0.0924,0.672,123.998,272920,4,edm
2015-07-03,False,35,0.559,0.477,4,-11.644,1,0.227,0.508,0.0,0.711,0.372,85.425,376842,4,hip hop
2013-06-28,False,45,0.668,0.999,1,-2.497,1,0.22,0.0232,0.0,0.882,0.701,140.029,213880,4,disco
2020-08-28,False,7,0.574,0.396,0,-11.778,1,0.049,0.793,0.137,0.326,0.816,118.074,950800,4,jazz
2021-05-28,False,27,0.573,0.652,1,-7.928,0,0.264,0.0251,0.0,0.287,0.282,92.08,181513,4,hip hop
2018-10-05,False,66,0.597,0.417,2,-7.952,1,0.0502,0.395,8.35e-06,0.128,0.263,143.839,229760,4,rock
2020-11-06,False,61,0.811,0.888,1,-5.735,1,0.263,0.0547,0.92,0.277,0.219,125.984,160000,4,edm
2015-03-13,False,24,0.652,0.549,6,-9.604,0,0.0774,0.109,8.42e-06,0.0834,0.4,106.453,239098,4,electro
2021-01-22,False,27,0.682,0.582,1,-10.356,1,0.0345,0.0379,0.765,0.105,0.156,125.016,599040,4,disco
1982-04-23,False,0,0.725,0.934,4,-4.684,0,0.0288,0.465,0.00116,0.169,0.985,127.39,171707,4,pop
2009,False,0,0.713,0.675,7,-6.545,1,0.0404,0.635,0.386,0.254,0.931,84.364,226000,4,latin
2015-06-16,False,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,pop
2011-10-26,False,59,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4,rock
1993-02-23,False,0,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.201,267267,4,hip hop
2017-07-21,False,0,0.618,0.835,7,-4.437,0,0.0507,0.653,0.0141,0.103,0.861,106.006,360039,4,jazz
2009,False,0,0.572,0.498,5,-8.592,1,0.0563,0.552,0.0274,0.0559,0.94,144.148,240920,4,jazz
2021-07-29,False,52,0.782,0.848,11,-4.796,0,0.0454,0.00016,0.503,0.117,0.207,129.013,268837,4,dance
1968-11-01,False,60,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,265547,3,rock
2013-06-11,False,62,0.324,0.95,9,-4.889,1,0.205,0.0288,0.0,0.368,0.657,186.346,170240,4,country
2017-05-05,False,71,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,422613,4,edm
2014-10-24,False,55,0.618,0.806,10,-4.651,1,0.0443,0.00137,1.27e-05,0.297,0.683,97.986,180067,4,pop
2016-12-02,False,13,0.581,0.983,6,-3.668,0,0.0729,0.00378,0.0128,0.237,0.852,129.971,225747,4,dance
1963-11-19,False,50,0.428,0.186,3,-12.286,1,0.0275,0.943,3.83e-05,0.108,0.497,78.629,162333,3,country
2017,True,0,0.71,0.838,8,-3.067,1,0.11,0.013,0.000417,0.297,0.394,122.993,299267,4,pop
1976,False,0,0.564,0.645,0,-12.923,1,0.0484,0.0552,2.84e-06,0.151,0.836,99.302,170173,4,rock
2019-07-25,False,34,0.667,0.252,2,-8.942,1,0.0331,0.832,0.0,0.113,0.397,95.162,187153,4,pop
2013-06-03,False,71,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,4,pop
1998,False,40,0.496,0.865,0,-4.266,1,0.0311,0.00113,0.0,0.425,0.629,127.789,139872,4,punk
2018-12-14,False,54,0.496,0.775,11,-5.304,1,0.0411,0.000927,0.0,0.14,0.478,138.165,202587,4,country
2014-11-10,False,32,0.634,0.964,5,-4.039,0,0.0809,0.00546,0.0602,0.0902,0.242,128.029,269575,4,dance
1986-08-12,False,76,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,4,rock
2009-05-15,False,47,0.253,0.826,2,-4.654,0,0.0309,0.0013,1.6e-06,0.0735,0.424,164.228,259640,4,punk
1995-01-01,False,23,0.323,0.89,11,-10.858,0,0.0643,6.63e-06,0.781,0.0657,0.159,150.569,136267,4,punk
2021-09-24,False,48,0.708,0.889,7,-5.004,1,0.105,0.00218,0.797,0.0717,0.119,130.012,288115,4,pop
2013,False,0,0.623,0.65,10,-7.953,1,0.0274,0.245,0.000913,0.146,0.879,116.74,227907,4,pop
2017-08-04,False,76,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,183533,4,country
2021-05-07,False,29,0.605,0.792,8,-6.791,0,0.0525,0.00163,9.83e-05,0.45,0.723,118.0,188458,4,rock
2020-05-01,False,35,0.863,0.843,1,-7.334,1,0.131,0.000203,0.0397,0.117,0.349,122.938,347402,4,dance
2014-02-25,False,21,0.688,0.772,0,-3.855,1,0.0366,0.00171,0.856,0.103,0.234,127.991,243750,4,pop
2016-06-17,False,0,0.452,0.857,11,-4.135,0,0.0355,0.000149,0.818,0.486,0.151,150.069,215200,4,edm
1991-07-01,False,52,0.69,0.65,7,-12.098,1,0.0288,0.0866,3.52e-06,0.261,0.772,91.213,184067,4,country
2009-11-23,False,0,0.564,0.964,9,-5.448,1,0.055,0.00231,0.00038,0.0487,0.959,134.6,211987,4,rock
1977,False,6,0.584,0.691,5,-9.155,0,0.0381,0.783,0.0187,0.184,0.782,112.786,370000,4,jazz
2019-02-01,False,37,0.631,0.694,0,-9.987,1,0.0628,0.000453,0.902,0.13,0.601,144.003,387083,5,techno
2012-01-01,False,55,0.78,0.773,10,-3.685,1,0.0384,0.0471,0.00016,0.0938,0.461,125.996,218907,4,pop
2021-12-03,False,55,0.753,0.813,8,-6.397,0,0.0584,0.00246,0.903,0.284,0.563,126.028,140952,4,pop
2011,False,58,0.752,0.682,2,-7.425,1,0.178,0.244,0.00173,0.0842,0.778,77.966,219867,4,reggae
2019-03-01,False,3,0.331,0.96,7,-5.926,1,0.096,0.0172,2.51e-06,0.13,0.329,108.981,148803,3,punk
2013-08-12,False,9,0.53,0.693,4,-6.464,0,0.353,0.396,4.7e-05,0.138,0.705,78.585,196075,4,soul
1988-06-28,False,51,0.884,0.472,11,-13.776,1,0.346,0.0142,0.0,0.142,0.826,98.425,319493,4,hip hop
2010-10-28,False,37,0.583,0.86,2,-5.214,1,0.0337,0.00277,0.00477,0.112,0.279,115.003,407746,4,rock
2019-07-03,False,46,0.641,0.837,11,-2.947,1,0.182,0.0277,0.0,0.152,0.82,150.047,195028,4,pop
1998-01-01,False,70,0.546,0.931,0,-6.344,1,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,204893,4,rock
2007-12-28,False,45,0.9,0.732,5,-7.659,1,0.0686,0.0113,0.000445,0.0445,0.962,138.83,209453,4,reggae
2009,False,0,0.752,0.793,8,-6.424,1,0.0359,0.586,0.0019,0.0476,0.955,86.139,334907,4,latin
2009-01-01,False,9,0.311,0.973,4,-7.275,1,0.085,7.89e-06,0.252,0.124,0.542,136.984,180467,4,rock
2000-01-01,False,0,0.425,0.512,5,-8.196,1,0.0322,0.73,0.0248,0.119,0.506,87.198,274200,4,country
2009-05-01,False,49,0.777,0.418,8,-8.084,0,0.112,0.137,0.011,0.263,0.606,73.283,173560,4,rock
2004-01-01,False,0,0.53,0.81,9,-5.135,1,0.0334,0.0011,5.05e-06,0.106,0.793,133.683,252360,4,rock
2008-04-15,False,0,0.528,0.859,2,-4.328,1,0.171,0.196,1.41e-06,0.483,0.219,81.733,223573,4,rap
1996-01-01,True,29,0.693,0.591,6,-10.734,0,0.378,0.0316,0.0,0.0468,0.765,169.537,265560,5,hip hop
2005-01-01,False,41,0.438,0.458,5,-8.714,1,0.0311,0.477,0.0,0.125,0.203,155.559,232267,4,country
2016-08-26,False,44,0.537,0.493,9,-10.157,0,0.255,0.219,0.429,0.57,0.243,178.042,295671,4,hip hop
2017-07-28,False,17,0.598,0.962,6,-1.988,1,0.07,0.0131,0.0,0.0579,0.594,132.05,173396,4,disco
2010-03-16,False,0,0.836,0.362,8,-11.829,0,0.0387,0.178,0.0,0.0863,0.962,95.509,244373,4,soul
1996-01-01,False,58,0.569,0.879,7,-5.747,1,0.0545,0.00363,0.0,0.0505,0.784,102.151,225933,4,chanson
1973-03-01,False,67,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,4,rock
2014-11-06,False,39,0.459,0.862,7,-3.878,1,0.0382,0.000531,0.0,0.434,0.169,128.987,243649,4,pop
2021-09-10,False,69,0.616,0.624,7,-6.413,0,0.052,0.319,0.0,0.101,0.401,109.846,214867,4,chanson
1993-08-03,False,70,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4,rock
2019-10-04,False,36,0.621,0.859,11,-5.311,1,0.257,0.0738,0.0,0.126,0.329,100.065,190442,4,rap
2009-01-01,False,38,0.562,0.654,0,-8.416,1,0.0275,0.071,1.02e-05,0.21,0.444,110.109,259813,4,chanson
2007,False,51,0.89,0.582,7,-7.52,1,0.183,0.00908,0.0557,0.0519,0.464,126.022,232507,4,reggae
2019-02-06,False,0,0.666,0.833,7,-5.075,1,0.0896,0.0327,0.0,0.186,0.653,103.993,203790,4,rock
2000,False,0,0.777,0.626,6,-10.492,0,0.133,0.0492,7.12e-06,0.114,0.648,140.058,239733,4,hip hop
1983-06-01,False,0,0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,299040,4,rock
2015-10-23,False,0,0.511,0.346,1,-11.308,1,0.137,0.592,5e-06,0.134,0.515,131.225,206459,5,pop
1996-01-01,False,58,0.65,0.712,8,-8.25,1,0.0253,0.418,2.28e-05,0.04,0.921,94.292,205733,4,country
2001-01-01,False,0,0.607,0.935,6,-2.918,1,0.0506,0.00259,0.000221,0.195,0.51,95.97,252400,4,metal
2019-07-04,True,74,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,146827,4,rock
2007-01-01,False,26,0.572,0.94,2,-3.471,1,0.0717,0.00184,3.07e-05,0.0808,0.836,76.085,190347,4,rock
2012-03-27,False,19,0.554,0.595,2,-7.733,1,0.0363,0.762,0.00341,0.0379,0.957,108.716,237907,4,salsa
2014-10-20,False,0,0.688,0.555,10,-5.418,0,0.0323,0.0114,0.315,0.102,0.27,99.973,202533,4,pop
2016,False,0,0.661,0.909,11,-2.323,0,0.0494,0.0981,0.0,0.305,0.643,125.021,158493,4,soul
2005-08-29,False,0,0.745,0.694,8,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.924,208107,4,pop
2016-10-07,False,0,0.697,0.703,0,-7.191,1,0.0328,0.00254,0.0,0.148,0.255,101.991,155446,4,pop
2015-12-28,False,0,0.583,0.943,7,-2.215,0,0.0468,0.0757,0.955,0.115,0.673,124.981,151680,4,electro
2011-07-18,False,0,0.579,0.569,9,-9.397,1,0.0421,0.324,0.0,0.0831,0.882,200.657,254800,4,chanson
2009-03-27,False,1,0.634,0.849,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004,175493,4,rock
2016-05-13,True,17,0.586,0.646,0,-6.916,0,0.0685,0.0441,0.54,0.11,0.115,160.017,173822,4,edm
2017-05-26,False,17,0.293,0.232,4,-15.235,1,0.0316,0.349,2.13e-05,0.0899,0.278,164.816,168627,3,jazz
1963-08-06,False,72,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,158427,4,country
1965-12-03,False,0,0.578,0.29,5,-12.501,0,0.0341,0.652,0.0,0.105,0.666,117.403,162373,4,rock
2021-10-07,False,40,0.528,0.476,7,-11.059,1,0.0261,0.635,0.9,0.114,0.161,60.988,183423,4,pop
2000-11-20,True,42,0.773,0.755,7,-5.784,1,0.293,0.26,0.0,0.908,0.512,120.959,291267,4,hip hop
1972-06-01,False,27,0.715,0.838,2,-7.278,1,0.0397,0.363,0.0543,0.175,0.934,125.187,279960,4,rock
2007,False,0,0.618,0.682,1,-6.749,1,0.0325,0.0636,0.418,0.367,0.928,82.888,200800,4,hip hop
1993,False,32,0.282,0.735,4,-8.265,0,0.057,0.000934,0.31,0.141,0.373,106.835,165440,3,rock
2010-01-11,False,0,0.835,0.787,0,-7.078,1,0.143,0.0741,0.0,0.294,0.827,120.0,206733,4,pop
1989-01-01,False,0,0.563,0.508,10,-15.044,1,0.0638,0.416,0.0,0.526,0.849,79.436,110867,4,pop
2016-07-15,False,31,0.56,0.87,8,-3.492,1,0.0523,0.000672,0.109,0.129,0.345,160.044,219000,4,electro
2013-09-03,False,36,0.506,0.423,4,-9.431,1,0.0327,0.431,0.0,0.264,0.379,118.527,227827,3,country
2003-01-01,False,4,0.623,0.697,5,-9.0,1,0.0411,0.672,0.000451,0.651,0.916,89.894,131067,4,country
2011-07-25,False,12,0.202,0.926,11,-7.103,1,0.0649,9.02e-06,0.769,0.357,0.32,154.782,214213,4,punk
1969-01-17,False,0,0.587,0.617,7,-9.164,1,0.028,0.0197,0.639,0.199,0.947,100.495,191307,4,rock
2012-11-06,False,18,0.714,0.486,10,-7.328,1,0.04,0.000294,0.0235,0.644,0.261,131.994,416748,4,edm
1996-01-01,False,60,0.516,0.73,7,-7.136,1,0.0494,0.344,0.0,0.425,0.907,115.126,198693,4,soul
2019-04-09,False,44,0.591,0.781,7,-3.141,0,0.0581,0.0511,0.00254,0.0942,0.078,174.031,284142,4,edm
2017-10-13,True,20,0.828,0.578,6,-7.817,1,0.325,0.0746,0.0,0.133,0.812,93.95,219000,4,jazz
2016-10-15,False,41,0.52,0.835,1,-7.775,1,0.0544,0.278,0.863,0.0711,0.373,127.955,203452,4,pop
