artist_name,track_name,release_date,genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Lil Mosey,Jumpin Out The Face,2020-11-13,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",True,57,0.853,0.594,0,-6.682,1,0.107,0.106,0.0,0.0885,0.351,90.001,4YIC82vyZpWPc87MUK472B,170809,4
HI-LO,The Answer - Oliver Heldens Edit,2017-03-20,"['edm', 'electro house', 'house']",False,0,0.834,0.677,1,-7.316,1,0.0829,0.0955,0.0173,0.103,0.388,125.027,1VikfChwUHqY7eHJ6Hm6zv,226742,4
The Beatles,Paperback Writer - Remastered,1988-03-07,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,0,0.504,0.715,7,-8.02,1,0.0731,0.211,1.05e-06,0.716,0.777,157.374,2dQ8ug00SYxjEvJWKQnNGN,138560,4
P.O.D.,Alive - Chris Lord-Alge Mix,2001-09-11,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",False,64,0.421,0.95,10,-3.985,1,0.0768,1.21e-05,0.000214,0.314,0.553,80.912,1X4Ntw6Lbaa1ACgilCqMpr,205027,4
Eddie Palmieri,El Cuarto,1987-12-31,"['jazz piano', 'latin jazz', 'salsa', 'salsa international', 'tropical']",False,0,0.582,0.658,2,-8.415,1,0.0399,0.31,0.00101,0.049,0.801,102.686,3szmVkAeD6BqgnsgRHrw2T,331440,4
Luca Debonaire,Comin To Getcha,2017-04-24,"['deep groove house', 'disco house', 'funky house', 'funky tech house', 'groove room', 'house']",False,3,0.783,0.996,9,-2.936,0,0.0792,0.00196,0.613,0.276,0.932,123.992,0Zml0oTqbVxlNu3ritMBU8,379355,4
Sleepy Clouds,Covering the Sun,2020-11-16,['sleep'],False,59,0.16,0.0125,0,-30.44,0,0.036,0.98,0.956,0.122,0.106,66.597,1IUe9CBv83sg56rTorIVLp,193707,4
Music Explosion,Little Bit O' Soul - Remastered,2002-01-01,[],False,41,0.539,0.694,7,-8.627,1,0.0697,0.384,0.0,0.202,0.877,131.901,4Cl6BCh0RGp9puOTMkZlMM,141867,4
Far Too Loud,Keep Stomping,2016-12-05,"['breakbeat', 'complextro', 'electro house', 'nu skool breaks']",False,0,0.631,0.971,4,-2.779,0,0.31,0.00139,0.555,0.263,0.44,128.11,21yfQ4TqjoQpcjEPDbD8bn,202532,4
Manic Focus,Learn How to Drop,2012-05-31,"['livetronica', 'vapor twitch']",False,8,0.743,0.458,2,-9.838,1,0.344,0.0499,0.0823,0.0762,0.268,99.99,2eed7qhPClcDaUN2aTSTaL,197218,4
Nashville Cast,Wrong Song,2017-10-06,[],False,21,0.551,0.735,1,-5.266,1,0.0323,0.0126,3.87e-05,0.31,0.659,72.035,1xey0rniG7IQPemrnK2tfJ,191440,4
Khaled,Aicha,2013-07-23,"['classic arab pop', 'moroccan pop', 'rai']",False,54,0.5,0.584,7,-10.717,0,0.0966,0.0389,1.39e-05,0.112,0.416,168.787,75RPg4d3v0Tjh4qklTieTe,258707,4
Laylow,SPECIAL (feat. Nekfeu & Fousheé),2021-07-16,"['french hip hop', 'pop urbaine']",True,71,0.674,0.52,10,-9.464,0,0.146,0.187,2.48e-06,0.259,0.407,70.572,11HLDMuPD3wh88XHw4udKO,231587,4
Ted Nugent,Stranglehold,1975,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",False,70,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,2f0P7iELCvAlV8j6Z3rGDE,503067,4
American Authors,Go Big Or Go Home,2016-07-01,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock']",False,63,0.665,0.875,1,-4.272,1,0.0426,0.00939,0.0,0.0897,0.66,122.008,1obisQNOcikRvTdStbW3pG,169027,4
Masayoshi Fujita,Sadness - Carlos Cipa Rework,2020-12-25,"['ambient', 'experimental ambient', 'fourth world', 'j-ambient']",False,17,0.158,0.0356,4,-32.22,1,0.0419,0.975,0.928,0.156,0.0369,98.614,38O0Dm5ejazF9dFGAJmnze,386085,1
Kayzo,Night Terror (feat. Of Mice & Men),2019-08-14,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",False,45,0.657,0.744,7,-5.193,1,0.0341,0.00225,0.0433,0.362,0.241,90.026,5AhV1iYCYJfdz8gTaikr5L,204611,4
Mac DeMarco,Rock and Roll Night Club,2012-03-13,"['edmonton indie', 'lo-fi indie']",False,40,0.307,0.714,7,-6.634,0,0.0617,0.164,0.000386,0.257,0.609,115.614,5iGmJEBpRp0MXAAfSdfmOc,190091,4
V2,Nothing To Do,1978-12-31,[],False,1,0.487,0.89,11,-7.193,1,0.106,0.0043,0.498,0.0631,0.591,175.967,4DO2oDVDDpG0cMtsBnyPDQ,151067,4
Roberto Roena Y Su Apollo Sound,Aquellos Que Dicen,1970-12-31,"['latin jazz', 'salsa', 'salsa international', 'tropical']",False,17,0.636,0.798,5,-3.959,1,0.0446,0.554,0.0012,0.136,0.851,97.089,67TwjMbOi8aOae4PXd5Wp8,362693,4
Daughter,Smother,2013-01-01,"['art pop', 'shimmer pop']",False,0,0.507,0.138,1,-16.447,1,0.0334,0.925,0.0777,0.12,0.115,124.983,1drUAdX3NY4dTieuxdedLY,240560,4
ATV,Action Time Vision,1994-01-01,[],False,14,0.688,0.689,5,-12.999,1,0.054,0.21,0.00942,0.0974,0.783,147.269,5OpThQRU8KCiqGgpDVZs3h,152627,4
illusionize,Shake Girl,2018-02-05,"['brazilian bass', 'brazilian edm', 'brazilian house']",False,19,0.793,0.331,1,-10.443,1,0.067,0.0342,0.947,0.0979,0.157,124.027,5XRZxZEhS16LflfQLlCzlx,239556,4
Beastie Boys,Holy Snappers,1994-02-08,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",True,20,0.117,0.91,9,-8.116,0,0.183,9.63e-05,0.074,0.441,0.464,179.952,64bOHECFDmhJ0PZFYUeNmE,82333,3
Lost Frequencies,Reality,2016-10-21,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",False,57,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,51hVRQifMP6k0jJUzDbcpz,158474,4
Drake,Portland,2017-03-18,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",True,74,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,2bjwRfXMk4uRgOD9IBYl9h,236615,4
The Jacksons,Shake Your Body (Down to the Ground) - Single Edit,2005-07-19,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",False,0,0.783,0.809,0,-4.959,1,0.0949,0.0323,0.0,0.338,0.783,117.731,47U2nEPKsA3AAziAsVH82D,225720,4
Rich Brian,Glow Like Dat,2017-08-15,['indonesian hip hop'],True,54,0.787,0.586,10,-9.64,1,0.0695,0.411,0.000311,0.118,0.581,140.036,4Tulf6yVo59f2ofSi3YUqW,210862,4
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,2012-07-21,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",False,67,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,3GhsBdS9ulPK3KCdwHRPhG,286293,4
Chuck Berry,Roll Over Beethoven - Single Version,1999-01-01,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",False,0,0.726,0.861,3,-7.201,1,0.226,0.854,0.0,0.177,0.866,92.661,71jsD2HtLslOH4aWpe3HsP,144200,4
Ikke Hüftgold,Schon wieder besoffen,2018-06-22,"['oktoberfest', 'partyschlager']",False,39,0.683,0.948,6,-3.181,1,0.101,0.126,0.0,0.399,0.604,135.003,4Row8vzdpr5TbPbOOa1hIK,201461,4
Kung Vladimir,Stokeley 2021,2020-09-14,['russelater'],False,37,0.515,0.754,5,-3.861,1,0.316,0.0574,0.0,0.838,0.423,167.65,4PltRWlyJH4Uytfc8yTpeE,185000,4
Chuck Berry,Almost Grown,1959,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",False,0,0.503,0.551,0,-11.166,1,0.0569,0.765,0.0,0.0559,0.88,152.798,5i1j9c7871xkmMBmFtjafW,140986,4
Mesto,Step Up Your Game,2017-03-03,"['dutch edm', 'edm', 'electro house', 'future house', 'pop dance', 'pop edm']",False,0,0.579,0.695,0,-6.477,1,0.0449,0.000172,0.79,0.126,0.189,160.146,1EWUVIHUQeo1cafG4SKpct,177191,4
"Bobby ""Blue"" Bland",Ain't Nothing You Can Do - Single Version,2008-01-01,"['blues', 'classic soul', 'electric blues', 'soul', 'soul blues', 'southern soul']",False,0,0.575,0.692,11,-7.391,1,0.117,0.155,0.0,0.239,0.959,116.669,6dYeLOBC4jXv0FY9mEE43e,148747,4
Darren Korb,To the Stars,2017-07-25,"['indie game soundtrack', 'japanese vgm', 'video game music']",False,22,0.652,0.457,7,-10.661,1,0.0345,0.155,0.896,0.104,0.148,146.062,6u84BMAATsIGXo6FC50Bgd,236235,4
Phil Collins,Sussudio - 2016 Remaster,1985-01-25,"['mellow gold', 'rock drums', 'soft rock']",False,69,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,4qM461TqtpnP4GLRIXwEnW,263107,4
Travis Scott,90210 (feat. Kacy Hill),2015-09-04,"['rap', 'slap house']",True,78,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,51EC3I1nQXpec4gDk0mQyP,339067,4
RichDKid,Oasis,2021-12-20,[],False,26,0.62,0.604,5,-6.032,0,0.317,0.443,0.00515,0.102,0.482,135.914,16a7x91SGfYBgSeSKoQu1A,168568,5
Sweet Female Attitude,Flowers (Sunship Edit),2000,"['bassline', 'uk garage']",False,43,0.751,0.957,0,-5.454,0,0.115,0.431,0.00259,0.78,0.923,131.861,5mbXK7wuy5MXvB7WyepMp0,229867,4
Pablo Gad,Trodding On Home,1979-09-27,"['dub', 'reggae', 'roots reggae', 'uk dub']",False,39,0.818,0.499,1,-8.756,1,0.0759,0.00414,0.000188,0.0581,0.653,121.143,1Y5NmqfOzNwdarjAhfGB1r,202617,4
The Frim,Somebody's Cream,2016-12-19,"['brostep', 'filthstep', 'gaming dubstep', 'shiver pop']",False,0,0.548,0.979,1,-1.053,1,0.0805,0.00019,0.597,0.32,0.338,150.032,74lWFSsE1jW3TsIKvWZ96F,273600,4
Calvin Harris,Thinking About You (feat. Ayah Marar),2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",False,67,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,1KtD0xaLAikgIt5tPbteZQ,247933,4
High Valley,Call Me Old Fashioned,2010-09-10,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",False,0,0.511,0.661,11,-6.896,1,0.028,0.372,0.0,0.122,0.522,140.067,5V3T5LAr0szQAXfwfHVYLt,218467,4
Calvin Harris,By Your Side (feat. Tom Grennan) - Monki Remix,2021-08-06,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",False,21,0.574,0.933,10,-6.765,1,0.0433,0.0599,0.901,0.0747,0.704,126.017,7FqzaLTNkW81Ik5K6N1Lac,203749,4
New Generation Orch.,I'm No Fool,2012-12-29,['souldies'],False,0,0.551,0.293,7,-9.909,1,0.0336,0.619,0.000276,0.264,0.626,122.367,6CbKdAGZRyIhQHlNKk576r,250986,4
Spoon,The Underdog,2008-01-29,"['alternative dance', 'alternative rock', 'austindie', 'indie pop', 'indie rock', 'modern rock', 'rock']",False,0,0.693,0.646,7,-6.484,1,0.0313,0.0602,0.00132,0.678,0.89,145.116,7mzIuj3uATZxC2sMrdH7YC,222320,4
REKON,Bad City - feat. Calyboi,2016-05-13,[],False,0,0.642,0.466,8,-9.952,0,0.187,0.12,0.000943,0.068,0.135,140.008,7nPER4xdwMas3xZ09M1Xhb,222857,4
Max Richter,On The Nature Of Daylight,2014-01-01,"['compositional ambient', 'post-minimalism']",False,0,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,5DFUsGW4Cmltv8Spd0u1aV,371747,3
Blueface,Daddy (feat. Rich The Kid),2019-06-14,"['cali rap', 'trap']",True,0,0.864,0.598,11,-8.076,1,0.238,0.0673,0.0,0.154,0.464,107.93,6XkLPzkKzPhpr3hrvl1TUq,151547,4
Tim McGraw,Something Like That,1999-05-04,"['contemporary country', 'country', 'country road']",False,68,0.507,0.85,5,-5.679,1,0.0472,0.378,0.0,0.0567,0.847,171.8,6leiB1fEsTnVCuPiielde5,183733,4
The Dogmatics,Hardcore Rules,2020-01-01,[],True,2,0.296,0.957,2,-7.156,1,0.07,0.0135,0.000284,0.735,0.316,160.812,5eqVvFy3sQim6cvN5SyzuY,188067,4
Easton Corbin,A Little More Country Than That,2010,"['contemporary country', 'country', 'country road', 'modern country rock']",False,57,0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,7LrZ3SczM7zlUkVlhevPp2,172227,4
SHY FX,Honey (feat. Kiko Bun),2016-09-23,"['bass house', 'drum and bass', 'jungle', 'uk alternative hip hop', 'uk dnb']",False,36,0.689,0.585,11,-6.054,1,0.0669,0.283,0.000905,0.205,0.848,154.041,5gWVTal2UptaVdnwopG7Sy,173333,4
Scarlett Rose,Queen of Disaster,2020-05-21,[],False,51,0.688,0.316,9,-15.548,0,0.0357,0.631,0.0,0.387,0.688,128.084,1EtzBcBjSrBg6yTodZhvZp,195631,4
Thomas Headon,Clean Me Up,2019-11-29,['modern indie pop'],True,57,0.631,0.402,0,-10.054,1,0.124,0.519,0.0,0.0686,0.534,91.945,6zUw4QJytKkTBhwbRC6OiM,165000,4
The Coils,Land of the Dead,2016-12-02,[],False,0,0.29,0.709,9,-8.648,1,0.0646,0.0251,3.82e-05,0.129,0.365,85.227,0FpAXDe58ntPPdEWMc47Rq,212280,4
AiKAi,Crazy - Original Mix,2021-10-08,[],False,29,0.689,0.998,10,-6.161,0,0.0639,0.167,0.904,0.109,0.101,129.998,6fxh1pGnOb1GAakzbWGmZk,291697,4
13,Nuclear,2018-02-01,"['canadian electronic', 'dark clubbing']",False,31,0.665,0.622,11,-4.61,1,0.127,0.00579,0.723,0.069,0.12,179.944,7kgP1estvNcqhgl22sSiaG,206769,4
Hellberg,Collide - Astronaut & Barely Alive Remix,2013-11-11,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm', 'pop edm']",False,39,0.45,0.961,9,-3.121,0,0.0881,0.000607,9.26e-06,0.195,0.161,127.978,6cjCrwKvOZJCUgEJ7UtikV,300000,4
Liquid Liquid,Optimo,1997-01-01,"['dance rock', 'dance-punk', 'no wave', 'post-punk']",False,36,0.7,0.964,7,-6.307,1,0.0479,0.0027,0.755,0.18,0.776,123.345,7KS7EfTOFYoBudtsJlj6E2,160693,4
Datsik,Dubs & 50's,2016-04-08,"['breakbeat', 'brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'filthstep']",False,25,0.692,0.978,5,-1.839,0,0.115,0.000456,0.698,0.286,0.487,150.096,12kNt2d04dL7YJlkVks1mq,198406,4
Luke Bryan,Knockin' Boots,2019-03-29,"['contemporary country', 'country', 'country road']",False,69,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,6ERR6e7h6wCqGoz1TjiUJb,199382,4
Frankie Valli & The Four Seasons,Rag Doll,2003-01-14,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",False,45,0.498,0.534,10,-8.346,1,0.0378,0.755,8.82e-05,0.0665,0.611,120.935,6kAROIu6CLVjulTqSPYmAP,181560,4
Raekwon,Marvin,2017-03-24,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",True,30,0.715,0.81,5,-4.005,0,0.0743,0.171,0.0,0.0906,0.746,89.997,2gbPw1s6WAQKqaYEaC1PWs,246518,4
BROCKHAMPTON,1997 DIANA,2018-07-27,"['boy band', 'hip hop', 'pop', 'rap']",True,51,0.805,0.719,8,-7.643,1,0.324,0.0288,0.0,0.327,0.906,137.096,55jQMevNp7aWtiW5LPlPoa,135766,4
Kina,I’m Not Going Back (feat. Mokita),2021-02-19,"['sad lo-fi', 'sad rap']",False,53,0.496,0.496,2,-9.186,1,0.0318,0.641,0.0014,0.114,0.263,139.946,5zqDpOXBAtD4j3Z7puVqbC,157714,4
U.S. Bombs,The Deadly Kiss,1996-06-04,"['oi', 'punk', ""punk 'n' roll"", 'ska punk']",False,10,0.462,0.753,1,-7.447,1,0.0303,0.000487,0.000549,0.11,0.765,101.562,2NqxxEWtDN9zrziZorddxl,180667,4
Moonwalker,Indigo - Original Mix,2015-09-30,[],False,17,0.64,0.844,9,-4.865,1,0.0292,0.0105,0.768,0.0979,0.242,141.999,3vwxNmBPuG3wwTuJHp3WJl,226534,4
Eva,Bella,2019-03-15,"['francoton', 'pop urbaine']",False,33,0.733,0.786,7,-5.068,0,0.0598,0.0773,0.0,0.166,0.637,102.032,2JVpqmEDWvgyB6ZOC42s5C,178451,4
Marvin Hamlisch,Nobody Does It Better,1977-01-01,"['broadway', 'classic soundtrack']",False,62,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66e-06,0.202,0.338,135.384,49RUdNvwSiUTC8fBh4KKoC,212667,4
Tiësto,We Own the Night (feat. Luciana) [Original Mix],2012-04-24,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",False,32,0.406,0.94,7,-3.51,1,0.0863,0.00235,0.572,0.297,0.211,127.924,6ns18ZPBRy4B4n06cplufL,269747,4
Eels,That Look You Give That Guy,2009-06-02,"['alternative rock', 'melancholia', 'rock']",False,0,0.777,0.512,5,-9.238,1,0.0266,0.592,0.0135,0.0962,0.5,94.417,1Bz9S9TweSbkFeXM5NdtOC,255347,4
Nikki D,Daddy's Little Girl,1991,[],False,40,0.824,0.658,6,-11.517,0,0.132,0.0372,0.0134,0.0429,0.741,99.579,0ySoJyAbKGLI5yShGBOIQ8,268427,4
Bowling For Soup,High School Never Ends - Main Version - Explicit,2006,"['comic', 'pop punk', 'rock', 'texas pop punk']",True,66,0.536,0.923,2,-3.494,1,0.125,0.0122,0.0,0.142,0.77,160.03,1bhjMY5O0ZjB41OHcdRH0a,209040,4
Queen,Don't Stop Me Now - With Long-Lost Guitars,1978-11-10,"['classic rock', 'glam rock', 'rock']",False,36,0.491,0.862,5,-6.841,1,0.168,0.0106,0.00429,0.585,0.552,154.997,5YS3QDraH2wWk9mx8Ec04l,214107,4
The Beatles,Can't Buy Me Love - Remastered,1964-07-10,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,0,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,7KmRz1oKEwgj9qpfn72OfO,131867,4
Jean-Jacques Goldman,Long Is the Road (Américain),1984-01-01,"['chanson', 'francoton', 'french pop', 'french rock']",False,44,0.662,0.845,2,-3.089,0,0.0392,0.157,0.0,0.364,0.784,111.5,2WZg1A4x7q00PJmV7oZRyc,286733,4
T-Pain,I'm Sprung,2005,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",False,1,0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,0F7rEdewJ6cSLylOZZpDu7,230713,4
Herobust,Dirt Heater Tea,2017-02-10,"['abstract beats', 'brostep', 'dubstep', 'electro house', 'electronic trap']",True,28,0.734,0.948,8,-0.373,1,0.0621,0.0125,0.472,0.255,0.817,150.045,5rOzZJTWJ9yAKT29BuJW6i,194400,4
One-T,The Magic Key,2003-07-02,[],False,62,0.809,0.728,5,-1.252,0,0.0533,0.0855,3.33e-06,0.303,0.967,204.192,1VsuSOEVhuCaybeb1rFeCM,228707,4
Tony Pabon y La Protesta,No Te Tires,1973,['salsa international'],False,2,0.802,0.473,7,-8.326,1,0.0524,0.704,0.00364,0.212,0.963,118.67,2afuP5nAOCS9ThcppWHJPT,200640,4
Young Thug,Daddy's Birthday,2017-06-16,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",True,58,0.845,0.37,4,-7.333,0,0.519,0.203,0.0,0.104,0.269,152.949,347hgqCHnL4GfgVX5hZfNv,208920,4
The Rembrandts,"Just the Way It Is, Baby",1990-08-14,['pop rock'],False,54,0.794,0.613,3,-8.711,1,0.0295,0.329,2.67e-06,0.0764,0.823,110.738,35keiknicSk7ZiEl1Wa4Hg,243893,4
Hype,Pseudo Punk (Remastered),1986-05-13,['canadian hardcore'],True,0,0.355,0.971,11,-3.913,0,0.21,0.0605,0.389,0.19,0.262,94.09,1YV0hgGgJmZaw8kpbSA1SX,103811,4
Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,2011-01-05,"['bubblegum dance', 'eurodance', 'europop', 'italian adult pop', 'italo dance']",False,78,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,2yAVzRiEQooPEJ9SYx11L3,283748,4
Sky Ferreira,I Blame Myself,2013-01-01,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'indie pop', 'la indie', 'metropopolis', 'neo-synthpop', 'pop', 'post-teen pop']",False,44,0.692,0.739,1,-4.122,1,0.0374,0.35,0.0,0.32,0.819,115.014,0i62I5HJlzIVu2FALBmBPx,237040,4
Nathaniel Mayer,Village of Love,2015-04-26,[],False,9,0.475,0.862,0,-4.952,1,0.0382,0.71,0.000606,0.263,0.813,142.29,11dU1gMlX3dnR7KsOYMX1R,121227,4
Pet Shop Boys,Go West - 2003 Remaster,2003,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",False,45,0.535,0.951,7,-5.859,1,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,33gDIKlrUnY1dTWYsm5BFL,304080,4
Honeymoon Killers,Dead Again,1997,[],False,0,0.155,0.962,7,-8.957,1,0.0495,0.00292,0.783,0.353,0.518,159.519,3Y6Z16gUOVSevAFIqyvCUN,176960,4
Omar,Stylin',2011-07-18,[],False,10,0.881,0.416,2,-9.417,0,0.0628,0.0473,3.48e-05,0.0896,0.906,109.34,6ndb1VcRSeNico1FOUsmFd,288653,4
Taylor Swift,betty,2020-07-24,['pop'],True,74,0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,5kI4eCXXzyuIUXjQra0Cxi,294521,4
Louane,Tornade,2021-09-23,"['francoton', 'french pop']",False,60,0.533,0.771,6,-4.179,0,0.033,0.0467,0.0,0.068,0.2,110.05,2A9lCKPPvzBQEN3vSMy80u,201547,4
Chris Brown,Drunk Texting,2014-09-12,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",True,0,0.403,0.487,0,-5.601,0,0.0941,0.2,0.0,0.264,0.375,61.314,5uLb01OcHVl8ayyWotfx31,227507,4
ATB,Your Love (9PM),2021-01-15,"['german dance', 'german techno', 'german trance', 'trance']",False,84,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,5YaskwnGDZFDRipaqzbwQx,150053,4
Quasimoto,Planned Attack,2013-06-18,"['alternative hip hop', 'hip hop', 'psychedelic hip hop']",False,0,0.681,0.557,11,-9.496,0,0.569,0.0781,3.07e-05,0.164,0.434,177.364,0e9PfKPIf2UH3njMqAXI8S,170400,4
Dan Stone,Vice Versa - Extended Mix,2020-07-17,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",False,14,0.456,0.936,1,-7.79,1,0.0545,0.000811,0.897,0.098,0.131,137.985,0JcVJ5wuUTcQPMIIHQ6xxN,368724,4
Helene Fischer,Atemlos durch die Nacht,2013-01-01,[],False,69,0.798,0.74,11,-4.865,1,0.0458,0.0419,1.84e-06,0.157,0.834,128.054,1cSXzDZt8vzuUp2XREQEJN,219720,4
Brooks & Dunn,Brand New Man - with Luke Combs,2019-02-08,"['contemporary country', 'country', 'country road', 'country rock']",False,0,0.573,0.847,7,-4.878,1,0.0349,0.00283,7.42e-05,0.204,0.609,127.06,6SewJZC2f9ETwJR2zZWkOP,190201,4
Kesha,C'Mon,2012-11-30,"['dance pop', 'electropop', 'pop', 'post-teen pop']",False,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,4lAdOkj9Pj1952EYIKZmxg,214333,4
Farbror,En Runda Till,2021-02-05,"['danspunk', 'russelater']",False,49,0.629,0.745,11,-8.155,0,0.0811,0.00372,0.0,0.168,0.629,115.032,3HnlLmBvgUuWJ28ANvujFQ,140348,4
Bob Dylan,One More Cup of Coffee,1976-01-16,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",False,58,0.531,0.473,9,-9.477,0,0.0305,0.167,2e-06,0.0899,0.306,139.176,4WOruM7TiQSETsWYy8bDSX,224733,4
R. Kelly,Burn It Up,2001-01-01,[],False,0,0.788,0.783,6,-4.584,1,0.153,0.129,0.0,0.0928,0.63,95.97,1qNxRibcxehP7iHqMDE8yS,233720,4
Axel Fischer,Bierkönigkinder,2018-04-20,"['bubblegum dance', 'discofox', 'oktoberfest', 'partyschlager', 'schlager']",False,27,0.612,0.853,9,-3.066,0,0.116,0.0363,0.0,0.413,0.449,138.035,5rqdTKBD3eVnPXK8SV6UTE,194000,4
Dinah Washington,Medley: Alone Together/Summertime/Come Rain Or Come Shine - Live In Los Angeles / 1954,1989-01-01,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",False,0,0.352,0.238,9,-14.409,0,0.0674,0.899,0.205,0.664,0.282,88.635,3dZEy9fQofSi5kUQW9MYj4,441827,4
Duke & Jones,Active,2021-10-14,['uk dance'],False,43,0.759,0.701,6,-6.909,0,0.0648,0.0172,0.645,0.112,0.72,160.037,7jcP7f7Gol3IS01nfj7zbG,150370,4
Orquesta Flamboyan,Chupa,1968-12-17,['salsa international'],False,0,0.655,0.405,9,-17.61,0,0.0559,0.315,0.0211,0.111,0.669,94.724,507q4GarcOOOIdNCTGXzRt,360000,4
Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,1988-10-09,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",False,65,0.611,0.803,2,-6.022,1,0.0278,0.0816,0.855,0.0942,0.715,126.507,7J2885UBOaG6x3LLkp2YGf,346053,4
Loud Luxury,I'm Not Alright,2019-07-12,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",False,42,0.875,0.858,4,-3.886,1,0.0496,0.081,1.27e-06,0.381,0.7,121.978,4otVP2TcJliXWq2GjkvWkR,187797,4
iann dior,cutthroat,2019-05-22,"['melodic rap', 'pop rap']",True,56,0.659,0.594,2,-5.785,1,0.0496,0.116,0.0,0.104,0.232,77.994,6Dww26l37RgujIGsfDmDLp,210808,4
R. Kelly,Bump n' Grind,1993-11-07,[],False,61,0.621,0.481,11,-8.016,1,0.0371,0.0984,0.0,0.241,0.679,65.004,0DBIL8arX0Zo6eAuxNIpik,256133,4
